Time,"Coolant temperature","Oil temperature","Intake air temperature","Battery voltage","Transmission temperature","Fuel tank level","Current battery voltage","Current battery voltage","Battery power from the IBS"
0.000,0,204.80,0,0,0,0,0,0,0
0.182,0,204.80,96.80,0,0,0,0,0,0
0.364,0,204.80,96.80,13.38,0,0,0,0,0
0.543,0,204.80,96.80,13.38,158.90,0,0,0,0
0.723,0,204.80,96.80,13.38,158.90,44.00,0,0,0
0.903,0,204.80,96.80,13.38,158.90,44.00,0.00,0,0
1.080,0,204.80,96.80,13.38,158.90,44.00,0.00,13.56,0
1.263,0,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
1.443,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
1.623,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
1.800,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
1.983,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
2.163,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
2.342,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
2.523,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.56,-11.78
2.703,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.78
2.883,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.072,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.242,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.423,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.603,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.780,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
3.963,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
4.142,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.60,-11.72
4.323,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.61,-11.72
4.531,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.61,-12.50
4.713,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.61,-12.50
4.892,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.61,-12.50
5.069,173.75,204.80,96.80,13.38,158.90,44.00,0.00,13.61,-12.50
5.252,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-12.50
5.431,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-12.50
5.612,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-12.50
5.793,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-12.50
5.971,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-12.50
6.151,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-11.84
6.332,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-11.84
6.511,173.75,204.80,96.80,13.47,158.90,44.00,0.00,13.61,-11.84
6.693,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.61,-11.84
6.871,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.61,-11.84
7.052,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.61,-11.84
7.232,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.61,-11.84
7.413,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.61,-11.84
7.592,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-11.84
7.773,173.75,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
7.953,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
8.132,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
8.313,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
8.491,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
8.673,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
8.852,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
9.033,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.63,-12.22
9.213,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.62,-12.22
9.391,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.62,-12.60
9.602,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.62,-12.60
9.783,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.62,-12.60
9.962,175.10,204.80,98.15,13.47,158.90,44.00,0.00,13.62,-12.60
10.140,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.62,-12.60
10.323,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.62,-12.60
10.503,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.62,-12.60
10.684,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.62,-12.60
10.863,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.64,-12.60
11.043,175.10,204.80,98.15,13.56,158.90,44.00,0.00,13.64,-12.04
11.222,176.45,204.80,98.15,13.56,158.90,44.00,0.00,13.64,-12.04
11.403,176.45,204.80,98.15,13.56,158.90,44.00,0.00,13.64,-12.04
11.583,176.45,204.80,98.15,13.56,158.90,44.00,0.00,13.64,-12.04
11.763,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.64,-12.04
11.943,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.64,-12.04
12.122,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.64,-12.04
12.303,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.64,-12.04
12.483,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.66,-12.04
12.663,176.45,204.80,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
12.842,177.80,204.80,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.023,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.200,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.381,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.563,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.740,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
13.923,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.58
14.103,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.64,-12.58
14.283,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.64,-12.24
14.463,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.64,-12.24
14.641,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.64,-12.24
14.823,177.80,203.00,98.15,13.47,158.90,44.00,0.00,13.64,-12.24
15.003,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.64,-12.24
15.183,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.64,-12.24
15.363,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.64,-12.24
15.543,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.64,-12.24
15.723,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.67,-12.24
15.901,177.80,203.00,98.15,13.56,158.90,44.00,0.00,13.67,-12.08
16.080,179.15,203.00,98.15,13.56,158.90,44.00,0.00,13.67,-12.08
16.263,179.15,203.00,98.15,13.56,158.90,44.00,0.00,13.67,-12.08
16.443,179.15,203.00,98.15,13.56,158.90,44.00,0.00,13.67,-12.08
16.623,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.67,-12.08
16.803,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.67,-12.08
16.983,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.67,-12.08
17.163,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.67,-12.08
17.343,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.08
17.521,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.70
17.703,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.70
17.881,179.15,203.00,98.15,13.47,158.90,44.00,0.00,13.66,-12.70
18.063,179.15,203.00,99.50,13.47,158.90,44.00,0.00,13.66,-12.70
18.243,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.66,-12.70
18.423,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.66,-12.70
18.610,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.66,-12.70
18.783,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.66,-12.70
18.963,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.70
19.140,179.15,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
19.323,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
19.534,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
19.713,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
19.894,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.073,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.253,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.434,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.614,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.793,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
20.973,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
21.153,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
21.333,180.50,203.00,99.50,13.56,158.90,44.00,0.00,13.67,-12.38
21.514,180.50,203.00,99.50,13.47,158.90,44.00,0.00,13.67,-12.38
21.693,180.50,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.38
21.873,180.50,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.38
22.053,180.50,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.38
22.233,180.50,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.38
22.414,180.50,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.74
22.593,181.85,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.74
22.773,181.85,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.74
22.983,181.85,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.74
23.163,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.74
23.343,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.74
23.523,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.74
23.702,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.74
23.883,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.74
24.060,181.85,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-11.86
24.243,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-11.86
24.423,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-11.86
24.603,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-11.86
24.783,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-11.86
24.963,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-11.86
25.143,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-11.86
25.321,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-11.86
25.504,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-11.86
25.683,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.72
25.863,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.72
26.043,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.72
26.223,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.66,-12.72
26.403,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.72
26.614,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.72
26.792,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.72
26.973,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.66,-12.72
27.153,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.72
27.331,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
27.513,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
27.721,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
27.903,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
28.083,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
28.262,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
28.444,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
28.623,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.60
28.804,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.60
28.983,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.06
29.162,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.06
29.343,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.06
29.523,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.06
29.702,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-12.06
29.883,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-12.06
30.063,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-12.06
30.243,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.69,-12.06
30.424,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.06
30.603,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.76
30.783,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.76
30.962,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.76
31.139,183.20,203.00,99.50,13.47,161.60,44.00,0.00,13.67,-12.76
31.323,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.76
31.503,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.76
31.683,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.76
31.863,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.67,-12.76
32.043,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.76
32.223,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.64
32.404,183.20,203.00,99.50,13.56,161.60,44.00,0.00,13.69,-12.64
32.583,183.20,201.20,99.50,13.56,161.60,44.00,0.00,13.69,-12.64
32.761,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.69,-12.64
32.943,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.69,-12.64
33.123,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.69,-12.64
33.304,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.69,-12.64
33.481,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.69,-12.64
33.664,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.64
33.843,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.14
34.023,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.14
34.204,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.14
34.383,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.14
34.563,183.20,201.20,100.85,13.56,161.60,44.00,0.00,13.68,-12.14
34.743,183.20,201.20,100.85,13.56,157.55,44.00,0.00,13.68,-12.14
34.923,183.20,201.20,100.85,13.56,157.55,44.00,0.00,13.68,-12.14
35.104,183.20,201.20,100.85,13.56,157.55,44.00,0.00,13.68,-12.14
35.284,183.20,201.20,100.85,13.56,157.55,44.00,0.00,13.70,-12.14
35.463,183.20,201.20,100.85,13.56,157.55,44.00,0.00,13.70,-11.70
35.643,181.85,201.20,100.85,13.56,157.55,44.00,0.00,13.70,-11.70
35.823,181.85,201.20,100.85,13.56,157.55,44.00,0.00,13.70,-11.70
36.003,181.85,201.20,99.50,13.56,157.55,44.00,0.00,13.70,-11.70
36.180,181.85,201.20,99.50,13.28,157.55,44.00,0.00,13.70,-11.70
36.361,181.85,201.20,99.50,13.28,161.60,44.00,0.00,13.70,-11.70
36.543,181.85,201.20,99.50,13.28,161.60,44.00,0.00,13.70,-11.70
36.723,181.85,201.20,99.50,13.28,161.60,44.00,0.00,13.70,-11.70
36.903,181.85,201.20,99.50,13.28,161.60,44.00,0.00,13.52,-11.70
37.083,181.85,201.20,99.50,13.28,161.60,44.00,0.00,13.52,-9.04
37.263,180.50,201.20,99.50,13.28,161.60,44.00,0.00,13.52,-9.04
37.443,180.50,201.20,99.50,13.28,161.60,44.00,0.00,13.52,-9.04
37.623,180.50,201.20,99.50,13.28,161.60,44.00,0.00,13.52,-9.04
37.803,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.52,-9.04
37.981,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.52,-9.04
38.163,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.52,-9.04
38.343,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.52,-9.04
38.523,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.47,-9.04
38.704,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.47,3.44
38.883,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.47,3.44
39.063,180.50,201.20,99.50,13.19,161.60,44.00,0.00,13.47,3.44
39.244,180.50,201.20,96.80,13.19,161.60,44.00,0.00,13.47,3.44
39.420,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.47,3.44
39.604,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.47,3.44
39.783,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.47,3.44
39.963,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.47,3.44
40.140,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.25,3.44
40.323,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.25,2.78
40.502,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.25,2.78
40.683,180.50,201.20,96.80,13.00,161.60,44.00,0.00,13.25,2.78
40.863,180.50,201.20,95.45,13.00,161.60,44.00,0.00,13.25,2.78
41.043,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.25,2.78
41.224,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.25,2.78
41.403,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.25,2.78
41.584,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.25,2.78
41.763,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.29,2.78
41.943,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.29,-3.16
42.123,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.29,-3.16
42.303,180.50,201.20,95.45,13.19,161.60,44.00,0.00,13.29,-3.16
42.483,180.50,201.20,94.10,13.19,161.60,44.00,0.00,13.29,-3.16
42.663,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.29,-3.16
42.874,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.29,-3.16
43.052,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.29,-3.16
43.233,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.29,-3.16
43.413,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-3.16
43.593,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
43.770,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
43.953,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
44.164,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
44.340,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
44.524,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
44.703,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
44.883,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.27,-2.00
45.061,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.24,-2.00
45.243,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.24,0.22
45.423,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.24,0.22
45.603,180.50,201.20,94.10,13.00,161.60,44.00,0.00,13.24,0.22
45.779,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.24,0.22
45.962,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.24,0.22
46.140,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.24,0.22
46.322,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.24,0.22
46.503,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.24,0.22
46.683,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.63,0.22
46.861,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.63,-28.68
47.044,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.63,-28.68
47.224,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.63,-28.68
47.402,180.50,201.20,92.75,13.47,161.60,44.00,0.00,13.63,-28.68
47.584,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.63,-28.68
47.763,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.63,-28.68
47.943,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.63,-28.68
48.120,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.63,-28.68
48.303,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.40,-28.68
48.484,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.40,4.48
48.664,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.40,4.48
48.840,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.40,4.48
49.023,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.40,4.48
49.203,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.40,4.48
49.382,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.40,4.48
49.563,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.40,4.48
49.743,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.40,4.48
49.924,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.22,4.48
50.133,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.22,0.48
50.314,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.22,0.48
50.494,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.22,0.48
50.674,180.50,201.20,92.75,13.09,161.60,44.00,0.00,13.22,0.48
50.854,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.22,0.48
51.031,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.22,0.48
51.214,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.22,0.48
51.393,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.22,0.48
51.574,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.21,0.48
51.753,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.21,-1.22
51.933,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.21,-1.22
52.112,180.50,201.20,92.75,13.00,161.60,44.00,0.00,13.21,-1.22
52.293,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.21,-1.22
52.504,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.21,-1.22
52.684,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.21,-1.22
52.863,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.21,-1.22
53.043,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.21,-1.22
53.224,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.29,-1.22
53.400,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.29,-15.56
53.584,180.50,201.20,91.40,13.00,161.60,44.00,0.00,13.29,-15.56
53.763,180.50,203.00,91.40,13.00,161.60,44.00,0.00,13.29,-15.56
53.943,180.50,203.00,91.40,13.00,161.60,44.00,0.00,13.29,-15.56
54.123,180.50,203.00,91.40,13.85,161.60,44.00,0.00,13.29,-15.56
54.302,180.50,203.00,91.40,13.85,161.60,44.00,0.00,13.29,-15.56
54.482,180.50,203.00,91.40,13.85,161.60,44.00,0.00,13.29,-15.56
54.664,180.50,203.00,91.40,13.85,161.60,44.00,0.00,13.29,-15.56
54.843,180.50,203.00,91.40,13.85,161.60,44.00,0.00,14.08,-15.56
55.024,180.50,203.00,91.40,13.85,161.60,44.00,0.00,14.08,-16.86
55.203,180.50,203.00,91.40,13.85,161.60,44.00,0.00,14.08,-16.86
55.383,180.50,203.00,91.40,13.85,161.60,44.00,0.00,14.08,-16.86
55.563,180.50,203.00,90.05,13.85,161.60,44.00,0.00,14.08,-16.86
55.743,180.50,203.00,90.05,13.38,161.60,44.00,0.00,14.08,-16.86
55.924,180.50,203.00,90.05,13.38,161.60,44.00,0.00,14.08,-16.86
56.103,180.50,203.00,90.05,13.38,161.60,44.00,0.00,14.08,-16.86
56.281,180.50,203.00,90.05,13.38,161.60,44.00,0.00,14.08,-16.86
56.464,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-16.86
56.643,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
56.823,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.003,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.183,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.363,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.543,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.723,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
57.904,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.71,-12.64
58.084,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.56,-12.64
58.260,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.56,-11.98
58.473,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.56,-11.98
58.654,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.56,-11.98
58.834,180.50,203.00,90.05,13.38,161.60,44.00,0.00,13.56,-11.98
59.013,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.98
59.193,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.98
59.373,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.98
59.553,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.98
59.734,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.98
59.914,180.50,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.48
60.093,181.85,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.48
60.273,181.85,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.48
60.453,181.85,203.00,90.05,13.28,161.60,44.00,0.00,13.56,-11.48
60.634,181.85,203.00,90.05,13.19,161.60,44.00,0.00,13.56,-11.48
60.813,181.85,203.00,90.05,13.19,162.95,44.00,0.00,13.56,-11.48
60.993,181.85,203.00,90.05,13.19,162.95,44.00,0.00,13.56,-11.48
61.173,181.85,203.00,90.05,13.19,162.95,44.00,0.00,13.56,-11.48
61.354,181.85,203.00,90.05,13.19,162.95,44.00,0.00,13.46,-11.48
61.532,181.85,203.00,90.05,13.19,162.95,44.00,0.00,13.46,-9.94
61.713,180.50,203.00,90.05,13.19,162.95,44.00,0.00,13.46,-9.94
